Series ID,Year,Value
CUSR0000SA0,1/31/2010,217.488
CUSR0000SA0,2/28/2010,217.281
CUSR0000SA0,3/31/2010,217.353
CUSR0000SA0,4/30/2010,217.403
CUSR0000SA0,5/31/2010,217.29
CUSR0000SA0,6/30/2010,217.199
CUSR0000SA0,7/31/2010,217.605
CUSR0000SA0,8/31/2010,217.923
CUSR0000SA0,9/30/2010,218.275
CUSR0000SA0,10/31/2010,219.035
CUSR0000SA0,11/30/2010,219.59
CUSR0000SA0,12/31/2010,220.472
CUSR0000SA0,1/31/2011,221.187
CUSR0000SA0,2/28/2011,221.898
CUSR0000SA0,3/31/2011,223.046
CUSR0000SA0,4/30/2011,224.093
CUSR0000SA0,5/31/2011,224.806
CUSR0000SA0,6/30/2011,224.806
CUSR0000SA0,7/31/2011,225.395
CUSR0000SA0,8/31/2011,226.106
CUSR0000SA0,9/30/2011,226.597
CUSR0000SA0,10/31/2011,226.75
CUSR0000SA0,11/30/2011,227.169
CUSR0000SA0,12/31/2011,227.223
CUSR0000SA0,1/31/2012,227.842
CUSR0000SA0,2/29/2012,228.329
CUSR0000SA0,3/31/2012,228.807
CUSR0000SA0,4/30/2012,229.187
CUSR0000SA0,5/31/2012,228.713
CUSR0000SA0,6/30/2012,228.524
CUSR0000SA0,7/31/2012,228.59
CUSR0000SA0,8/31/2012,229.918
CUSR0000SA0,9/30/2012,231.015
CUSR0000SA0,10/31/2012,231.638
CUSR0000SA0,11/30/2012,231.249
CUSR0000SA0,12/31/2012,231.221
CUSR0000SA0,1/31/2013,231.679
CUSR0000SA0,2/28/2013,232.937
CUSR0000SA0,3/31/2013,232.282
CUSR0000SA0,4/30/2013,231.797
CUSR0000SA0,5/31/2013,231.893
CUSR0000SA0,6/30/2013,232.445
CUSR0000SA0,7/31/2013,232.9
CUSR0000SA0,8/31/2013,233.456
CUSR0000SA0,9/30/2013,233.544
CUSR0000SA0,10/31/2013,233.669
CUSR0000SA0,11/30/2013,234.1
CUSR0000SA0,12/31/2013,234.719
CUSR0000SA0,1/31/2014,235.288
CUSR0000SA0,2/28/2014,235.547
CUSR0000SA0,3/31/2014,236.028
CUSR0000SA0,4/30/2014,236.468
CUSR0000SA0,5/31/2014,236.918
CUSR0000SA0,6/30/2014,237.231
CUSR0000SA0,7/31/2014,237.498
CUSR0000SA0,8/31/2014,237.46
CUSR0000SA0,9/30/2014,237.477
CUSR0000SA0,10/31/2014,237.43
CUSR0000SA0,11/30/2014,236.983
CUSR0000SA0,12/31/2014,236.252
CUSR0000SA0,1/31/2015,234.747
CUSR0000SA0,2/28/2015,235.342
CUSR0000SA0,3/31/2015,235.976
CUSR0000SA0,4/30/2015,236.222
CUSR0000SA0,5/31/2015,237.001
CUSR0000SA0,6/30/2015,237.657
CUSR0000SA0,7/31/2015,238.034
CUSR0000SA0,8/31/2015,238.033
CUSR0000SA0,9/30/2015,237.498
CUSR0000SA0,10/31/2015,237.733
CUSR0000SA0,11/30/2015,238.017
CUSR0000SA0,12/31/2015,237.761
CUSR0000SA0,1/31/2016,237.652
CUSR0000SA0,2/29/2016,237.336
CUSR0000SA0,3/31/2016,238.08
CUSR0000SA0,4/30/2016,238.992
CUSR0000SA0,5/31/2016,239.557
CUSR0000SA0,6/30/2016,240.222
CUSR0000SA0,7/31/2016,240.101
CUSR0000SA0,8/31/2016,240.545
CUSR0000SA0,9/30/2016,241.176
CUSR0000SA0,10/31/2016,241.741
CUSR0000SA0,11/30/2016,242.026
CUSR0000SA0,12/31/2016,242.637
CUSR0000SA0,1/31/2017,243.618
CUSR0000SA0,2/28/2017,244.006
CUSR0000SA0,3/31/2017,243.892
CUSR0000SA0,4/30/2017,244.193
CUSR0000SA0,5/31/2017,244.004
CUSR0000SA0,6/30/2017,244.163
CUSR0000SA0,7/31/2017,244.243
CUSR0000SA0,8/31/2017,245.183
CUSR0000SA0,9/30/2017,246.435
CUSR0000SA0,10/31/2017,246.626
CUSR0000SA0,11/30/2017,247.284
CUSR0000SA0,12/31/2017,247.805
CUSR0000SA0,1/31/2018,248.859
CUSR0000SA0,2/28/2018,249.529
CUSR0000SA0,3/31/2018,249.577
CUSR0000SA0,4/30/2018,250.227
CUSR0000SA0,5/31/2018,250.792
CUSR0000SA0,6/30/2018,251.018
CUSR0000SA0,7/31/2018,251.214
CUSR0000SA0,8/31/2018,251.663
CUSR0000SA0,9/30/2018,252.182
CUSR0000SA0,10/31/2018,252.772
CUSR0000SA0,11/30/2018,252.594
CUSR0000SA0,12/31/2018,252.767
CUSR0000SA0,1/31/2019,252.561
CUSR0000SA0,2/28/2019,253.319
CUSR0000SA0,3/31/2019,254.277
CUSR0000SA0,4/30/2019,255.233
CUSR0000SA0,5/31/2019,255.296
CUSR0000SA0,6/30/2019,255.213
CUSR0000SA0,7/31/2019,255.802
CUSR0000SA0,8/31/2019,256.036
CUSR0000SA0,9/30/2019,256.43
CUSR0000SA0,10/31/2019,257.155
CUSR0000SA0,11/30/2019,257.879
CUSR0000SA0,12/31/2019,258.63
CUSR0000SA0,1/31/2020,258.906
CUSR0000SA0,2/29/2020,259.246
CUSR0000SA0,3/31/2020,258.15
CUSR0000SA0,4/30/2020,256.126
CUSR0000SA0,5/31/2020,255.848
CUSR0000SA0,6/30/2020,257.004
CUSR0000SA0,7/31/2020,258.408
CUSR0000SA0,8/31/2020,259.366
CUSR0000SA0,9/30/2020,259.951
CUSR0000SA0,10/31/2020,260.249
CUSR0000SA0,11/30/2020,260.895
CUSR0000SA0,12/31/2020,262.005
CUSR0000SA0,1/31/2021,262.518
CUSR0000SA0,2/28/2021,263.583
CUSR0000SA0,3/31/2021,264.91
CUSR0000SA0,4/30/2021,266.752
CUSR0000SA0,5/31/2021,268.452
CUSR0000SA0,6/30/2021,270.664
CUSR0000SA0,7/31/2021,271.994
CUSR0000SA0,8/31/2021,272.789
CUSR0000SA0,9/30/2021,273.887
CUSR0000SA0,10/31/2021,276.434
CUSR0000SA0,11/30/2021,278.799
CUSR0000SA0,12/31/2021,280.808
CUSR0000SA0,1/31/2022,282.39
CUSR0000SA0,2/28/2022,284.535
CUSR0000SA0,3/31/2022,287.553
CUSR0000SA0,4/30/2022,288.764
CUSR0000SA0,5/31/2022,291.359
CUSR0000SA0,6/30/2022,294.996
CUSR0000SA0,7/31/2022,294.977
CUSR0000SA0,8/31/2022,295.209
CUSR0000SA0,9/30/2022,296.341
CUSR0000SA0,10/31/2022,297.863
CUSR0000SA0,11/30/2022,298.648
CUSR0000SA0,12/31/2022,298.812
CUSR0000SA0,1/31/2023,300.356
CUSR0000SA0,2/28/2023,301.509
CUSR0000SA0,3/31/2023,301.744
CUSR0000SA0,4/30/2023,303.032
CUSR0000SA0,5/31/2023,303.365
CUSR0000SA0,6/30/2023,304.003
CUSR0000SA0,7/31/2023,304.628
CUSR0000SA0,8/31/2023,306.187
CUSR0000SA0,9/30/2023,307.288
CUSR0000SA0,10/31/2023,307.531
CUSR0000SA0,11/30/2023,308.024
CUSR0000SA0,12/31/2023,308.742
CUSR0000SA0,1/31/2024,309.685
CUSR0000SA0,2/29/2024,311.054
CUSR0000SA0,3/31/2024,312.23
CUSR0000SA0,4/30/2024,313.207
CUSR0000SA0,5/31/2024,313.225
CUSR0000SA0,6/30/2024,313.049
CUSR0000SA0,7/31/2024,313.534
CUSR0000SA0,8/31/2024,314.121
CUSR0000SA0E,1/31/2010,212.807
CUSR0000SA0E,2/28/2010,209.624
CUSR0000SA0E,3/31/2010,209.326
CUSR0000SA0E,4/30/2010,209.219
CUSR0000SA0E,5/31/2010,206.631
CUSR0000SA0E,6/30/2010,203.764
CUSR0000SA0E,7/31/2010,206.877
CUSR0000SA0E,8/31/2010,208.77
CUSR0000SA0E,9/30/2010,209.832
CUSR0000SA0E,10/31/2010,216.71
CUSR0000SA0E,11/30/2010,219.496
CUSR0000SA0E,12/31/2010,227.13
CUSR0000SA0E,1/31/2011,229.258
CUSR0000SA0E,2/28/2011,232.068
CUSR0000SA0E,3/31/2011,240.079
CUSR0000SA0E,4/30/2011,247.977
CUSR0000SA0E,5/31/2011,250.744
CUSR0000SA0E,6/30/2011,245.534
CUSR0000SA0E,7/31/2011,246.187
CUSR0000SA0E,8/31/2011,246.88
CUSR0000SA0E,9/30/2011,248.55
CUSR0000SA0E,10/31/2011,246.655
CUSR0000SA0E,11/30/2011,247.64
CUSR0000SA0E,12/31/2011,243.353
CUSR0000SA0E,1/31/2012,244.876
CUSR0000SA0E,2/29/2012,248.898
CUSR0000SA0E,3/31/2012,249.742
CUSR0000SA0E,4/30/2012,249.677
CUSR0000SA0E,5/31/2012,241.806
CUSR0000SA0E,6/30/2012,235.897
CUSR0000SA0E,7/31/2012,233.568
CUSR0000SA0E,8/31/2012,244.987
CUSR0000SA0E,9/30/2012,252.987
CUSR0000SA0E,10/31/2012,256.017
CUSR0000SA0E,11/30/2012,248.819
CUSR0000SA0E,12/31/2012,244.708
CUSR0000SA0E,1/31/2013,245.025
CUSR0000SA0E,2/28/2013,255.696
CUSR0000SA0E,3/31/2013,246.595
CUSR0000SA0E,4/30/2013,240.473
CUSR0000SA0E,5/31/2013,240.468
CUSR0000SA0E,6/30/2013,242.711
CUSR0000SA0E,7/31/2013,242.986
CUSR0000SA0E,8/31/2013,244.833
CUSR0000SA0E,9/30/2013,242.745
CUSR0000SA0E,10/31/2013,241.954
CUSR0000SA0E,11/30/2013,242.718
CUSR0000SA0E,12/31/2013,245.733
CUSR0000SA0E,1/31/2014,250.34
CUSR0000SA0E,2/28/2014,249.925
CUSR0000SA0E,3/31/2014,249.961
CUSR0000SA0E,4/30/2014,249.864
CUSR0000SA0E,5/31/2014,249.213
CUSR0000SA0E,6/30/2014,249.714
CUSR0000SA0E,7/31/2014,248.744
CUSR0000SA0E,8/31/2014,245.699
CUSR0000SA0E,9/30/2014,241.61
CUSR0000SA0E,10/31/2014,237.061
CUSR0000SA0E,11/30/2014,229.016
CUSR0000SA0E,12/31/2014,218.536
CUSR0000SA0E,1/31/2015,199.926
CUSR0000SA0E,2/28/2015,203.021
CUSR0000SA0E,3/31/2015,205.757
CUSR0000SA0E,4/30/2015,203.577
CUSR0000SA0E,5/31/2015,208.973
CUSR0000SA0E,6/30/2015,212.015
CUSR0000SA0E,7/31/2015,211.623
CUSR0000SA0E,8/31/2015,208.579
CUSR0000SA0E,9/30/2015,197.246
CUSR0000SA0E,10/31/2015,195.616
CUSR0000SA0E,11/30/2015,195.114
CUSR0000SA0E,12/31/2015,190.143
CUSR0000SA0E,1/31/2016,185.235
CUSR0000SA0E,2/29/2016,176.401
CUSR0000SA0E,3/31/2016,182.234
CUSR0000SA0E,4/30/2016,186.713
CUSR0000SA0E,5/31/2016,188.596
CUSR0000SA0E,6/30/2016,192.899
CUSR0000SA0E,7/31/2016,189.046
CUSR0000SA0E,8/31/2016,188.772
CUSR0000SA0E,9/30/2016,192.243
CUSR0000SA0E,10/31/2016,195.979
CUSR0000SA0E,11/30/2016,196.372
CUSR0000SA0E,12/31/2016,199.513
CUSR0000SA0E,1/31/2017,205.369
CUSR0000SA0E,2/28/2017,204.133
CUSR0000SA0E,3/31/2017,202.528
CUSR0000SA0E,4/30/2017,202.954
CUSR0000SA0E,5/31/2017,198.449
CUSR0000SA0E,6/30/2017,197.808
CUSR0000SA0E,7/31/2017,195.994
CUSR0000SA0E,8/31/2017,201.45
CUSR0000SA0E,9/30/2017,212.723
CUSR0000SA0E,10/31/2017,208.328
CUSR0000SA0E,11/30/2017,213.047
CUSR0000SA0E,12/31/2017,213.574
CUSR0000SA0E,1/31/2018,216.855
CUSR0000SA0E,2/28/2018,220.141
CUSR0000SA0E,3/31/2018,215.72
CUSR0000SA0E,4/30/2018,219.165
CUSR0000SA0E,5/31/2018,221.045
CUSR0000SA0E,6/30/2018,220.947
CUSR0000SA0E,7/31/2018,219.929
CUSR0000SA0E,8/31/2018,222.781
CUSR0000SA0E,9/30/2018,223.955
CUSR0000SA0E,10/31/2018,226.022
CUSR0000SA0E,11/30/2018,218.5
CUSR0000SA0E,12/31/2018,213.63
CUSR0000SA0E,1/31/2019,204.34
CUSR0000SA0E,2/28/2019,208.144
CUSR0000SA0E,3/31/2019,214.934
CUSR0000SA0E,4/30/2019,222.42
CUSR0000SA0E,5/31/2019,220.523
CUSR0000SA0E,6/30/2019,214.926
CUSR0000SA0E,7/31/2019,216.696
CUSR0000SA0E,8/31/2019,213.847
CUSR0000SA0E,9/30/2019,213.015
CUSR0000SA0E,10/31/2019,215.268
CUSR0000SA0E,11/30/2019,217.488
CUSR0000SA0E,12/31/2019,221.18
CUSR0000SA0E,1/31/2020,217.628
CUSR0000SA0E,2/29/2020,213.935
CUSR0000SA0E,3/31/2020,202.31
CUSR0000SA0E,4/30/2020,183.317
CUSR0000SA0E,5/31/2020,180.118
CUSR0000SA0E,6/30/2020,188.292
CUSR0000SA0E,7/31/2020,192.769
CUSR0000SA0E,8/31/2020,194.285
CUSR0000SA0E,9/30/2020,196.476
CUSR0000SA0E,10/31/2020,195.593
CUSR0000SA0E,11/30/2020,196.878
CUSR0000SA0E,12/31/2020,205.228
CUSR0000SA0E,1/31/2021,209.996
CUSR0000SA0E,2/28/2021,218.972
CUSR0000SA0E,3/31/2021,228.547
CUSR0000SA0E,4/30/2021,228.914
CUSR0000SA0E,5/31/2021,230.563
CUSR0000SA0E,6/30/2021,234.339
CUSR0000SA0E,7/31/2021,238.07
CUSR0000SA0E,8/31/2021,242.276
CUSR0000SA0E,9/30/2021,244.994
CUSR0000SA0E,10/31/2021,253.846
CUSR0000SA0E,11/30/2021,262.529
CUSR0000SA0E,12/31/2021,267.042
CUSR0000SA0E,1/31/2022,267.529
CUSR0000SA0E,2/28/2022,275.479
CUSR0000SA0E,3/31/2022,301.162
CUSR0000SA0E,4/30/2022,298.07
CUSR0000SA0E,5/31/2022,309.968
CUSR0000SA0E,6/30/2022,331.738
CUSR0000SA0E,7/31/2022,315.749
CUSR0000SA0E,8/31/2022,299.73
CUSR0000SA0E,9/30/2022,293.505
CUSR0000SA0E,10/31/2022,298.751
CUSR0000SA0E,11/30/2022,296.809
CUSR0000SA0E,12/31/2022,285.709
CUSR0000SA0E,1/31/2023,290.504
CUSR0000SA0E,2/28/2023,289.216
CUSR0000SA0E,3/31/2023,281.399
CUSR0000SA0E,4/30/2023,283.473
CUSR0000SA0E,5/31/2023,275.071
CUSR0000SA0E,6/30/2023,276.411
CUSR0000SA0E,7/31/2023,276.352
CUSR0000SA0E,8/31/2023,288.392
CUSR0000SA0E,9/30/2023,291.71
CUSR0000SA0E,10/31/2023,285.488
CUSR0000SA0E,11/30/2023,281.042
CUSR0000SA0E,12/31/2023,280.443
CUSR0000SA0E,1/31/2024,277.897
CUSR0000SA0E,2/29/2024,284.175
CUSR0000SA0E,3/31/2024,287.399
CUSR0000SA0E,4/30/2024,290.631
CUSR0000SA0E,5/31/2024,284.742
CUSR0000SA0E,6/30/2024,278.938
CUSR0000SA0E,7/31/2024,279.012
CUSR0000SA0E,8/31/2024,276.826
CUSR0000SA0L1,1/31/2010,217.351
CUSR0000SA0L1,2/28/2010,217.101
CUSR0000SA0L1,3/31/2010,217.115
CUSR0000SA0L1,4/30/2010,217.138
CUSR0000SA0L1,5/31/2010,216.988
CUSR0000SA0L1,6/30/2010,216.89
CUSR0000SA0L1,7/31/2010,217.369
CUSR0000SA0L1,8/31/2010,217.698
CUSR0000SA0L1,9/30/2010,217.988
CUSR0000SA0L1,10/31/2010,218.821
CUSR0000SA0L1,11/30/2010,219.397
CUSR0000SA0L1,12/31/2010,220.376
CUSR0000SA0L1,1/31/2011,221.006
CUSR0000SA0L1,2/28/2011,221.665
CUSR0000SA0L1,3/31/2011,222.725
CUSR0000SA0L1,4/30/2011,223.802
CUSR0000SA0L1,5/31/2011,224.49
CUSR0000SA0L1,6/30/2011,224.4
CUSR0000SA0L1,7/31/2011,224.929
CUSR0000SA0L1,8/31/2011,225.571
CUSR0000SA0L1,9/30/2011,225.974
CUSR0000SA0L1,10/31/2011,226.116
CUSR0000SA0L1,11/30/2011,226.567
CUSR0000SA0L1,12/31/2011,226.561
CUSR0000SA0L1,1/31/2012,227.18
CUSR0000SA0L1,2/29/2012,227.758
CUSR0000SA0L1,3/31/2012,228.24
CUSR0000SA0L1,4/30/2012,228.609
CUSR0000SA0L1,5/31/2012,228.028
CUSR0000SA0L1,6/30/2012,227.734
CUSR0000SA0L1,7/31/2012,227.784
CUSR0000SA0L1,8/31/2012,229.264
CUSR0000SA0L1,9/30/2012,230.513
CUSR0000SA0L1,10/31/2012,231.165
CUSR0000SA0L1,11/30/2012,230.647
CUSR0000SA0L1,12/31/2012,230.546
CUSR0000SA0L1,1/31/2013,231.023
CUSR0000SA0L1,2/28/2013,232.489
CUSR0000SA0L1,3/31/2013,231.692
CUSR0000SA0L1,4/30/2013,231.056
CUSR0000SA0L1,5/31/2013,231.2
CUSR0000SA0L1,6/30/2013,231.757
CUSR0000SA0L1,7/31/2013,232.252
CUSR0000SA0L1,8/31/2013,232.856
CUSR0000SA0L1,9/30/2013,232.947
CUSR0000SA0L1,10/31/2013,233.055
CUSR0000SA0L1,11/30/2013,233.524
CUSR0000SA0L1,12/31/2013,234.205
CUSR0000SA0L1,1/31/2014,234.808
CUSR0000SA0L1,2/28/2014,234.964
CUSR0000SA0L1,3/31/2014,235.357
CUSR0000SA0L1,4/30/2014,235.742
CUSR0000SA0L1,5/31/2014,236.079
CUSR0000SA0L1,6/30/2014,236.403
CUSR0000SA0L1,7/31/2014,236.619
CUSR0000SA0L1,8/31/2014,236.488
CUSR0000SA0L1,9/30/2014,236.4
CUSR0000SA0L1,10/31/2014,236.284
CUSR0000SA0L1,11/30/2014,235.684
CUSR0000SA0L1,12/31/2014,234.705
CUSR0000SA0L1,1/31/2015,232.969
CUSR0000SA0L1,2/28/2015,233.611
CUSR0000SA0L1,3/31/2015,234.411
CUSR0000SA0L1,4/30/2015,234.707
CUSR0000SA0L1,5/31/2015,235.571
CUSR0000SA0L1,6/30/2015,236.22
CUSR0000SA0L1,7/31/2015,236.623
CUSR0000SA0L1,8/31/2015,236.529
CUSR0000SA0L1,9/30/2015,235.792
CUSR0000SA0L1,10/31/2015,236.022
CUSR0000SA0L1,11/30/2015,236.388
CUSR0000SA0L1,12/31/2015,236.141
CUSR0000SA0L1,1/31/2016,235.989
CUSR0000SA0L1,2/29/2016,235.585
CUSR0000SA0L1,3/31/2016,236.534
CUSR0000SA0L1,4/30/2016,237.554
CUSR0000SA0L1,5/31/2016,238.265
CUSR0000SA0L1,6/30/2016,239.059
CUSR0000SA0L1,7/31/2016,238.924
CUSR0000SA0L1,8/31/2016,239.423
CUSR0000SA0L1,9/30/2016,240.147
CUSR0000SA0L1,10/31/2016,240.792
CUSR0000SA0L1,11/30/2016,241.133
CUSR0000SA0L1,12/31/2016,241.84
CUSR0000SA0L1,1/31/2017,242.92
CUSR0000SA0L1,2/28/2017,243.265
CUSR0000SA0L1,3/31/2017,243.054
CUSR0000SA0L1,4/30/2017,243.348
CUSR0000SA0L1,5/31/2017,243.071
CUSR0000SA0L1,6/30/2017,243.287
CUSR0000SA0L1,7/31/2017,243.314
CUSR0000SA0L1,8/31/2017,244.355
CUSR0000SA0L1,9/30/2017,245.745
CUSR0000SA0L1,10/31/2017,245.932
CUSR0000SA0L1,11/30/2017,246.668
CUSR0000SA0L1,12/31/2017,247.19
CUSR0000SA0L1,1/31/2018,248.301
CUSR0000SA0L1,2/28/2018,249.089
CUSR0000SA0L1,3/31/2018,249.128
CUSR0000SA0L1,4/30/2018,249.801
CUSR0000SA0L1,5/31/2018,250.452
CUSR0000SA0L1,6/30/2018,250.666
CUSR0000SA0L1,7/31/2018,250.826
CUSR0000SA0L1,8/31/2018,251.291
CUSR0000SA0L1,9/30/2018,251.834
CUSR0000SA0L1,10/31/2018,252.534
CUSR0000SA0L1,11/30/2018,252.22
CUSR0000SA0L1,12/31/2018,252.27
CUSR0000SA0L1,1/31/2019,251.933
CUSR0000SA0L1,2/28/2019,252.697
CUSR0000SA0L1,3/31/2019,253.735
CUSR0000SA0L1,4/30/2019,254.889
CUSR0000SA0L1,5/31/2019,254.888
CUSR0000SA0L1,6/30/2019,254.772
CUSR0000SA0L1,7/31/2019,255.434
CUSR0000SA0L1,8/31/2019,255.668
CUSR0000SA0L1,9/30/2019,256.035
CUSR0000SA0L1,10/31/2019,256.783
CUSR0000SA0L1,11/30/2019,257.523
CUSR0000SA0L1,12/31/2019,258.322
CUSR0000SA0L1,1/31/2020,258.525
CUSR0000SA0L1,2/29/2020,258.808
CUSR0000SA0L1,3/31/2020,257.421
CUSR0000SA0L1,4/30/2020,254.506
CUSR0000SA0L1,5/31/2020,253.908
CUSR0000SA0L1,6/30/2020,255.011
CUSR0000SA0L1,7/31/2020,256.8
CUSR0000SA0L1,8/31/2020,257.85
CUSR0000SA0L1,9/30/2020,258.51
CUSR0000SA0L1,10/31/2020,258.766
CUSR0000SA0L1,11/30/2020,259.501
CUSR0000SA0L1,12/31/2020,260.616
CUSR0000SA0L1,1/31/2021,261.136
CUSR0000SA0L1,2/28/2021,262.326
CUSR0000SA0L1,3/31/2021,263.801
CUSR0000SA0L1,4/30/2021,265.803
CUSR0000SA0L1,5/31/2021,267.591
CUSR0000SA0L1,6/30/2021,269.812
CUSR0000SA0L1,7/31/2021,271.078
CUSR0000SA0L1,8/31/2021,271.812
CUSR0000SA0L1,9/30/2021,272.707
CUSR0000SA0L1,10/31/2021,275.244
CUSR0000SA0L1,11/30/2021,277.638
CUSR0000SA0L1,12/31/2021,279.693
CUSR0000SA0L1,1/31/2022,281.142
CUSR0000SA0L1,2/28/2022,283.194
CUSR0000SA0L1,3/31/2022,286.228
CUSR0000SA0L1,4/30/2022,287.262
CUSR0000SA0L1,5/31/2022,289.748
CUSR0000SA0L1,6/30/2022,293.447
CUSR0000SA0L1,7/31/2022,292.948
CUSR0000SA0L1,8/31/2022,292.83
CUSR0000SA0L1,9/30/2022,293.793
CUSR0000SA0L1,10/31/2022,295.229
CUSR0000SA0L1,11/30/2022,295.892
CUSR0000SA0L1,12/31/2022,295.884
CUSR0000SA0L1,1/31/2023,297.391
CUSR0000SA0L1,2/28/2023,298.555
CUSR0000SA0L1,3/31/2023,298.776
CUSR0000SA0L1,4/30/2023,300.238
CUSR0000SA0L1,5/31/2023,300.516
CUSR0000SA0L1,6/30/2023,301.171
CUSR0000SA0L1,7/31/2023,301.796
CUSR0000SA0L1,8/31/2023,303.466
CUSR0000SA0L1,9/30/2023,304.638
CUSR0000SA0L1,10/31/2023,304.778
CUSR0000SA0L1,11/30/2023,305.262
CUSR0000SA0L1,12/31/2023,305.985
CUSR0000SA0L1,1/31/2024,306.882
CUSR0000SA0L1,2/29/2024,308.44
CUSR0000SA0L1,3/31/2024,309.739
CUSR0000SA0L1,4/30/2024,310.851
CUSR0000SA0L1,5/31/2024,310.805
CUSR0000SA0L1,6/30/2024,310.486
CUSR0000SA0L1,7/31/2024,310.966
CUSR0000SA0L1,8/31/2024,311.581
CUSR0000SA0L12,1/31/2010,204.991
CUSR0000SA0L12,2/28/2010,204.635
CUSR0000SA0L12,3/31/2010,204.696
CUSR0000SA0L12,4/30/2010,204.708
CUSR0000SA0L12,5/31/2010,204.401
CUSR0000SA0L12,6/30/2010,204.172
CUSR0000SA0L12,7/31/2010,204.824
CUSR0000SA0L12,8/31/2010,205.319
CUSR0000SA0L12,9/30/2010,205.687
CUSR0000SA0L12,10/31/2010,206.876
CUSR0000SA0L12,11/30/2010,207.594
CUSR0000SA0L12,12/31/2010,208.921
CUSR0000SA0L12,1/31/2011,209.702
CUSR0000SA0L12,2/28/2011,210.544
CUSR0000SA0L12,3/31/2011,212.02
CUSR0000SA0L12,4/30/2011,213.513
CUSR0000SA0L12,5/31/2011,214.424
CUSR0000SA0L12,6/30/2011,214.035
CUSR0000SA0L12,7/31/2011,214.508
CUSR0000SA0L12,8/31/2011,215.231
CUSR0000SA0L12,9/30/2011,215.67
CUSR0000SA0L12,10/31/2011,215.632
CUSR0000SA0L12,11/30/2011,216.096
CUSR0000SA0L12,12/31/2011,215.826
CUSR0000SA0L12,1/31/2012,216.58
CUSR0000SA0L12,2/29/2012,217.233
CUSR0000SA0L12,3/31/2012,217.701
CUSR0000SA0L12,4/30/2012,217.97
CUSR0000SA0L12,5/31/2012,216.905
CUSR0000SA0L12,6/30/2012,216.285
CUSR0000SA0L12,7/31/2012,216.194
CUSR0000SA0L12,8/31/2012,218.175
CUSR0000SA0L12,9/30/2012,219.764
CUSR0000SA0L12,10/31/2012,220.458
CUSR0000SA0L12,11/30/2012,219.484
CUSR0000SA0L12,12/31/2012,219.122
CUSR0000SA0L12,1/31/2013,219.596
CUSR0000SA0L12,2/28/2013,221.514
CUSR0000SA0L12,3/31/2013,220.094
CUSR0000SA0L12,4/30/2013,218.892
CUSR0000SA0L12,5/31/2013,218.822
CUSR0000SA0L12,6/30/2013,219.397
CUSR0000SA0L12,7/31/2013,219.925
CUSR0000SA0L12,8/31/2013,220.526
CUSR0000SA0L12,9/30/2013,220.439
CUSR0000SA0L12,10/31/2013,220.423
CUSR0000SA0L12,11/30/2013,220.73
CUSR0000SA0L12,12/31/2013,221.394
CUSR0000SA0L12,1/31/2014,221.97
CUSR0000SA0L12,2/28/2014,221.916
CUSR0000SA0L12,3/31/2014,222.112
CUSR0000SA0L12,4/30/2014,222.38
CUSR0000SA0L12,5/31/2014,222.499
CUSR0000SA0L12,6/30/2014,222.774
CUSR0000SA0L12,7/31/2014,222.736
CUSR0000SA0L12,8/31/2014,222.246
CUSR0000SA0L12,9/30/2014,221.809
CUSR0000SA0L12,10/31/2014,221.338
CUSR0000SA0L12,11/30/2014,220.094
CUSR0000SA0L12,12/31/2014,218.352
CUSR0000SA0L12,1/31/2015,215.378
CUSR0000SA0L12,2/28/2015,215.995
CUSR0000SA0L12,3/31/2015,216.811
CUSR0000SA0L12,4/30/2015,216.891
CUSR0000SA0L12,5/31/2015,217.934
CUSR0000SA0L12,6/30/2015,218.536
CUSR0000SA0L12,7/31/2015,218.63
CUSR0000SA0L12,8/31/2015,218.201
CUSR0000SA0L12,9/30/2015,216.699
CUSR0000SA0L12,10/31/2015,216.706
CUSR0000SA0L12,11/30/2015,216.913
CUSR0000SA0L12,12/31/2015,216.228
CUSR0000SA0L12,1/31/2016,215.542
CUSR0000SA0L12,2/29/2016,214.567
CUSR0000SA0L12,3/31/2016,215.681
CUSR0000SA0L12,4/30/2016,216.849
CUSR0000SA0L12,5/31/2016,217.428
CUSR0000SA0L12,6/30/2016,218.149
CUSR0000SA0L12,7/31/2016,217.612
CUSR0000SA0L12,8/31/2016,217.952
CUSR0000SA0L12,9/30/2016,218.551
CUSR0000SA0L12,10/31/2016,219.029
CUSR0000SA0L12,11/30/2016,219.131
CUSR0000SA0L12,12/31/2016,219.783
CUSR0000SA0L12,1/31/2017,221.052
CUSR0000SA0L12,2/28/2017,221.196
CUSR0000SA0L12,3/31/2017,220.66
CUSR0000SA0L12,4/30/2017,220.75
CUSR0000SA0L12,5/31/2017,219.995
CUSR0000SA0L12,6/30/2017,219.956
CUSR0000SA0L12,7/31/2017,219.777
CUSR0000SA0L12,8/31/2017,220.74
CUSR0000SA0L12,9/30/2017,222.421
CUSR0000SA0L12,10/31/2017,222.173
CUSR0000SA0L12,11/30/2017,222.974
CUSR0000SA0L12,12/31/2017,223.274
CUSR0000SA0L12,1/31/2018,224.497
CUSR0000SA0L12,2/28/2018,225.385
CUSR0000SA0L12,3/31/2018,224.982
CUSR0000SA0L12,4/30/2018,225.551
CUSR0000SA0L12,5/31/2018,226.008
CUSR0000SA0L12,6/30/2018,226.152
CUSR0000SA0L12,7/31/2018,225.995
